time,acc_precip,mean_pressure,mean_radiation,mean_relative_hum,mean_temp,temp_grass,temp_soil_10,temp_soil_30
2021-01-01 01:00:00+00:00,0.0,1002.5,0.0,100.0,1.6,1.7,3.8,4.9
2021-01-01 02:00:00+00:00,0.0,1002.6,0.0,100.0,1.5,1.7,3.8,4.9
2021-01-01 03:00:00+00:00,0.0,1003.0,0.0,100.0,1.0,1.2,3.8,4.9
2021-01-01 04:00:00+00:00,0.0,1003.1,0.0,100.0,0.9,1.2,3.8,4.9
2021-01-01 05:00:00+00:00,0.0,1003.1,0.0,100.0,1.1,1.3,3.8,4.8
2021-01-01 06:00:00+00:00,0.0,1003.4,0.0,100.0,1.2,1.4,3.8,4.8
2021-01-01 07:00:00+00:00,0.0,1003.7,0.0,100.0,1.1,1.3,3.8,4.8
2021-01-01 08:00:00+00:00,0.0,1004.2,0.0,100.0,1.1,1.2,3.8,4.8
2021-01-01 09:00:00+00:00,0.0,1004.6,6.0,100.0,1.2,1.4,3.8,4.8
2021-01-01 10:00:00+00:00,0.0,1005.1,34.0,100.0,1.6,2.0,3.7,4.8
2021-01-01 11:00:00+00:00,0.0,1005.3,130.0,98.8,2.0,3.3,3.8,4.8
2021-01-01 12:00:00+00:00,0.0,1005.3,90.0,96.8,2.3,3.3,3.8,4.8
2021-01-01 13:00:00+00:00,0.0,1005.1,72.0,94.7,2.7,3.6,3.8,4.8
2021-01-01 14:00:00+00:00,0.0,1005.4,55.0,94.7,2.7,3.3,3.9,4.8
2021-01-01 15:00:00+00:00,0.0,1005.7,18.0,97.8,2.0,2.3,3.9,4.8
2021-01-01 16:00:00+00:00,0.0,1006.3,0.0,99.7,0.9,0.9,4.0,4.8
2021-01-01 17:00:00+00:00,0.0,1006.5,0.0,100.0,-0.1,0.4,3.9,4.8
2021-01-01 18:00:00+00:00,0.0,1007.0,0.0,100.0,-0.8,-0.3,3.9,4.8
2021-01-01 19:00:00+00:00,0.0,1007.4,0.0,100.0,-1.0,-0.4,3.9,4.8
2021-01-01 20:00:00+00:00,0.0,1007.8,0.0,100.0,-0.9,-0.3,3.9,4.8
2021-01-01 21:00:00+00:00,0.0,1008.4,0.0,100.0,-0.5,0.0,3.8,4.8
2021-01-01 22:00:00+00:00,0.0,1008.7,0.0,100.0,-0.3,0.2,3.8,4.8
2021-01-01 23:00:00+00:00,0.0,1009.0,0.0,100.0,-0.3,0.2,3.8,4.8
2021-01-02 00:00:00+00:00,0.0,1009.4,0.0,100.0,-0.7,-0.2,3.8,4.8
2021-01-02 01:00:00+00:00,0.0,1009.9,0.0,100.0,-1.5,-0.7,3.7,4.8
2021-01-02 02:00:00+00:00,0.0,1010.4,0.0,100.0,-1.9,-1.1,3.7,4.8
2021-01-02 03:00:00+00:00,0.0,1010.8,0.0,100.0,-2.2,-1.5,3.7,4.8
2021-01-02 04:00:00+00:00,0.0,1011.1,0.0,100.0,-2.2,-1.6,3.6,4.8
2021-01-02 05:00:00+00:00,0.0,1011.4,0.0,100.0,-2.3,-1.6,3.6,4.8
2021-01-02 06:00:00+00:00,0.0,1011.9,0.0,100.0,-2.3,-1.6,3.6,4.8
2021-01-02 07:00:00+00:00,0.0,1012.5,0.0,100.0,-2.2,-1.4,3.6,4.8
2021-01-02 08:00:00+00:00,0.0,1013.0,0.0,100.0,-2.1,-1.3,3.5,4.8
2021-01-02 09:00:00+00:00,0.0,1013.8,10.0,100.0,-1.7,-1.0,3.5,4.7
2021-01-02 10:00:00+00:00,0.0,1014.3,36.0,100.0,-1.3,-0.6,3.5,4.7
2021-01-02 11:00:00+00:00,0.0,1014.9,49.0,100.0,-0.8,0.0,3.5,4.7
2021-01-02 12:00:00+00:00,0.0,1014.9,68.0,100.0,-0.3,0.8,3.5,4.7
2021-01-02 13:00:00+00:00,0.0,1015.2,86.0,100.0,0.5,1.7,3.5,4.7
2021-01-02 14:00:00+00:00,0.0,1015.6,69.0,100.0,0.9,1.8,3.5,4.7
2021-01-02 15:00:00+00:00,0.0,1016.1,14.0,100.0,-0.3,-0.7,3.5,4.7
2021-01-02 16:00:00+00:00,0.0,1016.8,0.0,100.0,-0.9,-1.5,3.5,4.7
2021-01-02 17:00:00+00:00,0.0,1017.2,0.0,100.0,-0.4,-0.8,3.5,4.7
2021-01-02 18:00:00+00:00,0.0,1017.8,0.0,100.0,-2.1,-3.3,3.5,4.7
2021-01-02 19:00:00+00:00,0.0,1018.4,0.0,100.0,-2.1,-2.9,3.4,4.7
2021-01-02 20:00:00+00:00,0.0,1018.9,0.0,100.0,-0.5,-1.6,3.4,4.7
2021-01-02 21:00:00+00:00,0.0,1019.3,0.0,100.0,-0.8,-3.3,3.4,4.6
2021-01-02 22:00:00+00:00,0.0,1019.8,0.0,100.0,-0.4,-1.0,3.3,4.6
2021-01-02 23:00:00+00:00,0.0,1020.3,0.0,100.0,-0.2,-0.5,3.3,4.6
2021-01-03 00:00:00+00:00,0.1,1020.5,0.0,100.0,0.1,0.0,3.2,4.6
2021-01-03 01:00:00+00:00,0.0,1020.7,0.0,100.0,0.0,0.0,3.2,4.6
2021-01-03 02:00:00+00:00,0.0,1021.0,0.0,100.0,0.2,0.1,3.2,4.6
2021-01-03 03:00:00+00:00,0.0,1021.2,0.0,100.0,0.4,0.3,3.2,4.6
2021-01-03 04:00:00+00:00,0.0,1021.4,0.0,99.7,0.5,0.2,3.1,4.6
2021-01-03 05:00:00+00:00,0.0,1021.7,0.0,98.0,0.8,0.3,3.2,4.5
2021-01-03 06:00:00+00:00,0.0,1022.2,0.0,97.2,1.0,0.6,3.1,4.5
2021-01-03 07:00:00+00:00,0.1,1022.6,0.0,98.7,0.9,0.7,3.1,4.5
2021-01-03 08:00:00+00:00,0.0,1023.1,0.0,97.0,1.1,0.8,3.1,4.5
2021-01-03 09:00:00+00:00,0.4,1023.8,9.0,97.7,0.9,0.7,3.1,4.5
2021-01-03 10:00:00+00:00,0.1,1024.1,32.0,98.7,1.1,1.1,3.1,4.5
2021-01-03 11:00:00+00:00,0.0,1024.4,39.0,93.8,1.8,1.7,3.1,4.5
2021-01-03 12:00:00+00:00,0.3,1024.5,34.0,95.8,1.5,1.6,3.1,4.4
2021-01-03 13:00:00+00:00,0.0,1024.7,35.0,88.0,2.1,1.9,3.1,4.4
2021-01-03 14:00:00+00:00,0.6,1024.9,37.0,95.3,1.7,1.8,3.1,4.4
2021-01-03 15:00:00+00:00,0.1,1025.1,9.0,93.0,2.1,2.0,3.1,4.4
2021-01-03 16:00:00+00:00,0.0,1025.4,0.0,87.3,2.4,2.1,3.2,4.4
2021-01-03 17:00:00+00:00,0.2,1025.8,0.0,90.3,2.1,1.8,3.2,4.4
2021-01-03 18:00:00+00:00,0.0,1026.0,0.0,93.8,1.6,1.4,3.2,4.4
2021-01-03 19:00:00+00:00,0.0,1026.2,0.0,90.3,1.6,1.4,3.2,4.4
2021-01-03 20:00:00+00:00,0.0,1026.4,0.0,85.5,1.6,1.2,3.2,4.4
2021-01-03 21:00:00+00:00,0.0,1026.7,0.0,85.5,1.3,1.1,3.2,4.4
